Unique_ID,Year,Make,Model,Price,ConsumerRating,SellerRating,MinMPG,MaxMPG,Mileage,Sales
4196,2019,Lexus,NX 300 Base,42988,4.7,4.9,22,28,81915,30
4197,2019,Jaguar,F-PACE 25t Prestige,39987,4.7,2.3,22,27,43024,38
4198,2019,Porsche,Macan Base,53995,4.9,4.4,19,23,33566,26
4199,2019,Lexus,RX 350 350,45917,4.8,4.6,20,28,31362,27
4200,2021,Dodge,Durango R/T,49888,4.8,4.5,14,22,52368,32
4201,2016,Subaru,Outback 2.5i Premium,21292,4.7,4.7,25,33,17020,36
4202,2020,Jeep,Grand Cherokee Limited,44989,4.8,4.4,18,25,48770,11
4203,2021,BMW,X3 M40i,59935,4.7,4.7,21,27,13035,20
4204,2019,Honda,CR-V EX-L,33394,4.8,4.7,27,33,34344,15
4205,2018,Porsche,Macan S,51880,4.8,4.4,17,23,47644,14
4206,2018,Toyota,RAV4 Hybrid XLE,37000,4.8,4,34,30,20247,14
4207,2021,Mazda,CX-5 Grand Touring,33999,4.8,4,24,30,57385,14
4208,2019,BMW,X5 xDrive40i,55888,4.7,5,20,26,36673,11
4209,2020,Dodge,Charger Scat Pack,49500,4.8,4.8,15,24,11082,22
4210,2019,Toyota,4Runner Limited,37451,4.8,4.8,17,20,11653,33
4211,2016,Honda,Pilot Touring,24844,4.6,3.7,20,27,16689,15
4212,2020,Cadillac,XT4 Premium Luxury,39894,4.7,5,24,30,46161,23
4213,2020,GMC,Yukon SLT,41549,4.9,3.7,15,21,45199,21
4214,2020,Lexus,UX 250h Base,39400,5,3.9,41,38,17140,36
4215,2019,BMW,X4 M40i,58985,4.6,4.6,20,27,21636,11
4216,2015,Acura,TLX V6 Tech,23739,4.5,4.4,21,34,22628,21
4217,2020,GMC,Acadia SLT,34885,4.8,4,21,28,43859,33
4218,2019,Volvo,XC60 T5 Momentum,40782,4.9,4.9,20,27,30947,38
4219,2020,Jeep,Compass Trailhawk,29429,4.8,4.2,22,30,30578,22
4220,2019,Land,Rover Range Rover Sport 3.0L Supercharged HSE,74777,4.7,4.8,17,23,24396,19
4221,2018,Lexus,RX 350,40884,4.8,4.4,19,26,93692,20
4222,2022,Kia,Telluride SX,56347,4.8,4.4,20,26,26347,32
4223,2020,Nissan,Rogue SL,32193,4.8,4.3,25,32,22142,24
4224,2020,Ford,EcoSport SE,23935,4.7,4.8,23,29,15043,22
4225,2021,RAM,1500 Laramie,56309,4.8,4.8,19,24,71305,31
4226,2019,Volvo,XC60 T6 Momentum,41199,4.9,4.7,19,27,21063,27
4227,2018,Ford,Escape Titanium,29995,4.7,4.8,20,27,81859,19
4228,2021,Ford,Mustang Mach-E Premium,66495,4.7,4.6,100,86,18644,34
4229,2019,Subaru,Crosstrek 2.0i Limited,30480,4.7,4.4,27,33,16823,33
4230,2020,Cadillac,XT6 AWD Premium Luxury,54490,4.6,4.8,17,24,43219,24
4231,2019,Cadillac,XT5 Luxury,36790,4.6,4.8,18,25,18822,39
4232,2019,Honda,Pilot EX-L,40990,4.8,4.9,18,26,24286,20
4233,2021,RAM,1500 Limited,68348,4.8,4.7,15,21,22654,36
4234,2011,Honda,Pilot Touring,13995,4.5,3.6,16,22,17979,34
4235,2018,Lexus,LS 500 Base,54857,4.6,4.3,18,27,22369,40
4236,2019,Buick,Encore Preferred,23084,4.7,4.6,24,29,14725,12
4237,2021,Lexus,RX 350 Base,49700,4.8,4.2,20,27,48558,10
4238,2018,Jeep,Grand Cherokee Trackhawk,87000,4.8,4.6,11,17,12352,37
4239,2019,Honda,Odyssey EX-L,38890,4.6,4.7,19,28,13390,37
4240,2021,Toyota,4Runner Limited,47944,4.9,4.7,16,19,85126,36
4241,2018,Cadillac,XT5 Luxury,36995,4.8,4.8,19,26,47513,27
4242,2021,Audi,Q5 45 Premium,44995,4.6,4.8,23,28,50312,37
4243,2019,Honda,Pilot EX-L,34991,4.8,4.7,18,26,20520,19
4244,2021,Chevrolet,Tahoe Z71,69690,4.5,4.5,16,20,13588,25
4245,2019,Buick,Encore Preferred,23823,4.7,2,24,29,55122,32
4246,2019,Lincoln,Navigator Reserve,63999,4.8,4.8,16,21,19002,15
4247,2020,Ford,Explorer Platinum,52400,4.5,4.5,18,24,39151,34
4248,2020,Toyota,RAV4 XLE,30971,4.7,4,27,33,21207,21
4249,2020,INFINITI,QX60 Luxe,36497,4.8,4.8,19,26,33657,15
4250,2020,Lexus,ES 350 F Sport,47998,4.9,4.6,22,31,45975,10
4251,2019,Honda,CR-V EX-L,31733,4.8,4.7,27,33,21906,19
4252,2018,Ford,Explorer Limited,27800,4.8,4.8,19,27,40403,18
4253,2021,Kia,Sorento LX,32600,4.8,4.6,23,25,39718,35
4254,2020,Toyota,RAV4 LE,29802,4.7,4.9,27,35,48978,21
4255,2019,Mercedes-Benz,GLS 450 Base 4MATIC,57974,5,4.7,16,22,13511,24
4256,2019,Cadillac,XT5 Luxury,37285,4.6,4.6,19,26,82707,32
4257,2018,GMC,Yukon SLT,39900,4.9,4.5,16,23,47280,37
4258,2019,Honda,CR-V EX,31234,4.8,4.8,27,33,41383,20
4259,2019,Honda,CR-V EX-L,32735,4.8,4.6,27,33,51072,25
4260,2020,BMW,X7 xDrive40i,69995,4.9,4.9,20,25,48121,15
4261,2017,Chevrolet,Suburban Premier,40495,4.5,4.6,15,22,26708,17
4262,2014,Acura,TL 3.5,17286,4.8,2.6,20,29,45973,19
4263,2020,Kia,Sportage S,29997,4.8,4.9,22,26,65777,13
4264,2018,Subaru,Forester 2.5i Premium,26911,4.8,4.8,26,32,27110,27
4265,2021,RAM,1500 Limited,59995,4.8,4.8,15,21,25140,39
4266,2021,Subaru,Ascent Touring 7-Passenger,45300,4.7,4.8,20,26,32346,16
4267,2017,Porsche,718 Boxster S,69990,4.8,4.8,20,26,13211,31
4268,2019,INFINITI,QX50 Luxe,38998,4.7,2.8,24,30,18550,21
4269,2019,Mercedes-Benz,GLS 450 Base 4MATIC,57995,5,4.6,16,22,41256,30
4270,2019,Mercedes-Benz,E-Class E 300,43495,4.7,4.5,21,29,33627,31
4271,2020,Toyota,Corolla LE,18491,4.7,4.2,30,38,42397,27
4272,2019,Jeep,Cherokee Limited,25395,4.6,4.5,22,31,19090,13
4273,2020,Hyundai,Kona SE,18991,4.8,4,27,33,13387,15
4274,2016,Porsche,Cayenne Base,42913,4.8,4.9,19,24,19949,12
4275,2015,Porsche,Macan S,40998,4.7,4.8,17,23,16662,38
4276,2020,BMW,X5 xDrive40i,58771,4.7,4.9,20,26,47699,29
4277,2019,Hyundai,Tucson Value,28900,4.7,4.4,22,25,151856,24
4278,2020,RAM,1500 Big Horn,40400,4.8,4.6,19,24,39069,11
4279,2019,Ford,Edge Titanium,34621,4.7,4.9,22,29,24998,37
4280,2015,Porsche,911 Turbo,166240,4.9,4.9,17,24,20414,38
4281,2019,Mercedes-Benz,GLS 450 Base 4MATIC,57699,5,4.9,16,22,16347,18
4282,2019,BMW,530 i xDrive,35950,4.8,3.7,23,33,30451,25
4283,2019,Volvo,XC60 T5 Inscription,39833,4.9,4.8,20,27,18137,33
4284,2019,BMW,X5 xDrive40i,53998,4.7,2.7,20,26,20580,34
4285,2021,Audi,Q3 45 S line Premium,39588,5,4.9,20,28,38226,14
4286,2021,Lexus,RX 350,49963,4.8,4.9,19,26,77270,13
4287,2020,Kia,Sportage LX,23290,4.8,4.9,22,26,81699,14
4288,2017,BMW,X3 xDrive28i,26549,4.8,4.6,21,28,18802,33
4289,2019,Audi,Q5 2.0T Premium,35440,4.7,4.5,22,27,31473,38
4290,2011,Toyota,Avalon Limited,18490,4.7,4.6,20,29,44407,32
4291,2019,BMW,330 i,32999,4.9,4.4,26,36,19830,31
4292,2020,Tesla,Model 3 Performance,61988,4.3,4.5,118,107,47171,26
4293,2019,Chevrolet,Trax LT,21885,4.3,4.5,26,31,35998,37
4294,2017,Buick,Encore Preferred,13900,4.7,4.4,25,33,47989,30
4295,2020,Tesla,Model Y Performance,72893,3.7,4.3,116,106,16251,13
4296,2019,Honda,CR-V EX,30474,4.8,4.7,27,33,16767,26
4297,2017,Chevrolet,Tahoe LT,42499,4.7,4.5,16,22,12533,13
4298,2019,Honda,CR-V EX-L,33394,4.8,4.7,27,33,19024,26
4299,2021,Volkswagen,Atlas 2.0T S,37000,4.8,4.4,20,24,31895,10
4300,2019,BMW,X5 xDrive40i,55888,4.7,5,20,26,57330,12
4301,2018,Toyota,RAV4 Sport,28972,4.8,4.6,22,28,16051,10
4302,2019,Honda,Civic EX,29100,4.9,4.8,31,40,34558,11
4303,2016,Subaru,Crosstrek 2.0i Premium,21900,4.6,2.9,26,34,42943,26
4304,2020,Toyota,RAV4 LE,31380,4.7,4.6,27,35,23397,10
4305,2019,INFINITI,QX60 Luxe,38488,4.6,3.1,20,27,22408,16
4306,2014,Mercedes-Benz,E-Class E 350,29998,4.8,3.4,21,30,12932,17
4307,2017,Toyota,4Runner Limited,38874,4.8,4.6,17,20,11062,21
4308,2018,BMW,X2 sDrive28i,29480,4.7,4.3,23,32,80050,27
4309,2018,Toyota,RAV4 XLE,28669,4.8,3.9,23,30,63576,37
4310,2015,Ford,Escape Titanium,19693,4.6,4.6,23,32,90920,28
4311,2020,Mercedes-Benz,A-Class A 220,39987,5,4.7,24,35,11261,16
4312,2019,Ford,Escape Titanium,27988,4.7,4.7,22,29,19255,26
4313,2018,Dodge,Challenger GT,35500,4.8,4.7,18,27,41670,32
4314,2020,RAM,1500 Classic SLT,39000,4.7,4.9,16,23,18442,29
4315,2019,Honda,CR-V EX-L,30998,4.8,4.7,27,33,83644,26
4316,2021,RAM,1500 Laramie,48876,4.8,4.8,19,24,17586,29
4317,2019,Volvo,XC60 T6 Momentum,41199,4.9,4.7,19,27,37215,29
4318,2019,Honda,CR-V EX-L,30795,4.8,4.6,27,33,12997,21
4319,2017,Toyota,4Runner Limited,37950,4.8,4.8,17,20,15462,11
4320,2019,Honda,CR-V EX,35599,4.8,4.9,27,33,12610,17
4321,2019,BMW,540 i xDrive,45877,4.9,4.9,21,29,33549,16
4322,2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology R-Line,43488,4.8,4.5,17,23,18050,17
4323,2019,Cadillac,CT6 Luxury,43281,4.9,4.3,18,27,32276,27
4324,2020,BMW,M340 i xDrive,51209,4.9,4.9,22,30,20048,22
4325,2019,Mazda,CX-5 Grand Touring,29510,4.8,4.7,24,30,16632,29
4326,2021,Audi,Q3 45 S line Premium,39200,5,4.8,20,28,23746,39
4327,2018,Ford,Escape Titanium,27336,4.7,4.5,20,27,15716,38
4328,2021,Jeep,Gladiator Rubicon,53600,4.9,4.9,16,23,19199,15
4329,2006,Ford,Escape Limited,5995,4.1,5,19,23,67837,14
4330,2018,Hyundai,Santa Fe Sport 2.4L,20489,4.8,4.5,20,26,48935,30
4331,2017,Nissan,Armada Platinum,32994,4.7,2.9,13,18,25265,12
4332,2017,Chevrolet,Tahoe Premier,39977,4.7,4.7,16,22,63835,38
4333,2018,Lexus,RX 350 RX 350,40705,4.8,4.6,20,27,16082,24
4334,2019,Buick,Envision Essence,27989,4.7,4,22,29,53907,24
4335,2020,BMW,X5 xDrive40i,63995,4.7,4.5,20,26,24598,24
4336,2019,Cadillac,XT5 Luxury,36495,4.6,4.4,18,25,38626,21
4337,2018,Toyota,RAV4 XLE,29491,4.8,4.7,22,28,19114,24
4338,2020,Nissan,Armada SL,38303,4.7,4.6,14,19,11764,31
4339,2021,Tesla,Model Y Long Range,71976,4,4.9,131,117,88322,10
4340,2018,Ford,Explorer XLT,29995,4.8,4.5,16,22,28899,37
4341,2020,Lexus,ES 350 F Sport,46599,4.9,4.6,22,31,10844,34
4342,2019,Honda,CR-V EX,30896,4.8,4.7,27,33,93560,11
4343,2013,Mazda,Mazda3 i Touring,16995,4.7,4.3,28,40,19867,22
4344,2021,Honda,Pilot Special Edition,39999,4.8,4.6,20,27,63522,30
4345,2016,Mercedes-Benz,GLE-Class GLE 350,33995,4.7,4.7,18,24,43215,30
4346,2021,BMW,330 i,41595,4.9,4.7,26,36,27166,13
4347,2021,Jeep,Grand Cherokee Overland,45578,4.7,4.7,19,26,81274,39
4348,2016,Mercedes-Benz,S-Class S 550,44995,4.8,4.2,17,26,12523,31
4349,2017,Kia,Cadenza Technology,23382,4.8,4.8,20,28,5429,24
4350,2018,Ford,Escape SE,18995,4.7,4.6,23,30,18758,11
4351,2020,INFINITI,QX60 Pure,42990,4.8,4.4,20,27,25021,34
4352,2020,BMW,X7 xDrive40i,69995,4.9,4.9,20,25,14780,38
4353,2019,Mercedes-Benz,GLA 250 Base 4MATIC,35881,4.6,4.6,23,31,34564,14
4354,2018,Dodge,Challenger GT,36989,4.8,3.8,18,27,16476,29
4355,2018,Ford,Edge Sport,28947,4.8,4.6,17,24,86448,11
4356,2019,Ford,Edge Titanium,31258,4.7,4.8,21,28,14784,17
4357,2019,Subaru,Outback 2.5i Limited,33995,4.7,4,25,32,33176,38
4358,2019,Honda,CR-V EX-L,29760,4.8,4.9,28,34,41495,21
4359,2020,Toyota,Camry SE,25977,4.8,4.7,28,39,21279,25
4360,2020,Toyota,Camry LE,32000,4.8,4.7,25,34,20054,32
4361,2020,Toyota,Corolla SE,25995,4.7,4.6,31,40,13639,39
4362,2021,GMC,Yukon XL Denali,80000,4.9,4.9,14,20,50177,32
4363,2019,Lexus,GX 460 Base,39992,4.7,4.7,15,18,96641,14
4364,2020,Toyota,Corolla LE,18491,4.7,4.2,30,38,50263,12
4365,2021,Mercedes-Benz,C-Class C 300,41419,5,4.6,23,35,47696,16
4366,2016,Porsche,Cayenne Base,42913,4.8,4.9,19,24,18588,14
4367,2018,Ford,Explorer XLT,29859,4.8,4.7,16,22,86052,34
4368,2018,BMW,330 i xDrive,31998,4.8,5,23,33,14006,25
4369,2010,Lexus,RX 350 Base,17949,4.7,4.7,18,24,60050,16
4370,2019,Audi,Q5 2.0T Premium,33220,4.7,4.8,22,27,19334,21
4371,2019,BMW,330 i xDrive,32995,4.9,4.6,25,34,1452,21
4372,2019,Mercedes-Benz,C-Class C 300 4MATIC,52900,4.8,4.5,21,29,31878,16
4373,2019,Toyota,4Runner Limited,43580,4.8,4.3,17,20,37984,34
4374,2019,Subaru,Crosstrek 2.0i Premium,27813,4.7,4.8,27,33,15911,26
4375,2019,Cadillac,XT5 Luxury,36886,4.6,4.8,18,25,84585,13
4376,2019,BMW,540 i xDrive,46997,4.9,4.7,21,29,18058,20
4377,2020,Land,Rover Range Rover Velar S R-Dynamic,59998,4.3,4.1,21,27,33020,11
4378,2020,Acura,TLX A-Spec,35921,4.9,4.8,23,32,140199,29
4379,2021,Audi,Q3 45 S line Premium,39588,5,4.9,20,28,45493,40
4380,2019,Volvo,S60 T6 Inscription,38351,4.9,4.9,21,32,13385,40
4381,2019,Jeep,Cherokee Limited,29995,4.6,3.4,19,27,48301,38
4382,2019,Honda,CR-V EX,31968,4.8,4.8,27,33,35216,29
4383,2018,Acura,TLX Technology,27892,4.7,4.6,23,33,47105,19
4384,2020,BMW,X5 xDrive40i,63940,4.7,4.6,20,26,24341,23
4385,2019,Lexus,GX 460 Base,43495,4.7,4.6,15,18,22022,27
4386,2018,Audi,SQ5 3.0T Premium Plus,41988,4.6,4.1,19,24,48462,17
4387,2019,Mercedes-Benz,C-Class C 300,35738,4.8,4.6,23,34,21033,29
4388,2019,Mercedes-Benz,GLA 250 Base,29894,4.6,4.6,24,33,11795,31
4389,2019,Toyota,RAV4 Limited,37389,4.6,4.1,25,33,46455,12
4390,2014,GMC,Yukon XL 1500 Denali,35626,4.7,4.6,13,18,34061,29
4391,2019,Porsche,Macan Base,50795,4.9,4.7,19,23,75559,23
4392,2020,Tesla,Model Y Long Range,66779,3.7,3.5,127,114,32107,32
4393,2014,Mercedes-Benz,E-Class E 350,22700,4.8,4.9,21,30,14247,21
4394,2021,Tesla,Model 3 Standard Range Plus,53500,3,4.7,150,133,32759,20
4395,2020,BMW,X3 sDrive30i,37680,4.9,4.8,25,29,19690,39
4396,2019,BMW,750 i,62984,5,4.5,18,26,22777,13
4397,2021,Tesla,Model Y Long Range,71586,4,4.4,131,117,28160,38
4398,2019,Mazda,CX-5 Grand Touring,28992,4.8,4.5,25,31,18722,23
4399,2017,INFINITI,Q50 3.0T Sport,25995,4.7,4.4,20,29,11710,23
4400,2018,Jeep,Grand Cherokee Altitude,30995,4.8,4.9,18,25,40158,17
4401,2015,Jeep,Grand Cherokee Limited,25599,4.8,4.5,17,24,15801,15
4402,2018,Audi,S4 3.0T Premium Plus,44500,4.8,4.6,21,30,23973,33
4403,2019,BMW,X5 xDrive40i,54995,4.7,4.8,20,26,45643,19
4404,2019,Audi,Q5 2.0T Premium Plus,35498,4.7,4.6,22,27,55901,35
4405,2019,GMC,Yukon Denali,54544,4.7,4.2,14,22,33787,36
4406,2019,Jeep,Grand Cherokee Limited,37067,4.8,4.8,18,25,11684,25
4407,2020,Dodge,Durango GT,32000,4.9,4.7,19,26,11495,10
4408,2020,Volkswagen,Tiguan 2.0T S,26289,4.7,4.9,22,29,137659,18
4409,2020,Ford,Edge SEL,26998,4.9,4.2,21,29,10542,32
4410,2021,BMW,330 i,39489,4.9,4.8,26,36,142567,21
4411,2014,Buick,Enclave Premium,19991,4.6,4.6,17,24,16414,33
4412,2018,Mercedes-Benz,CLA 250 Base,33250,4.5,4.6,24,37,12869,14
4413,2019,BMW,540 i,49998,4.9,4.7,21,29,89982,32
4414,2021,Jeep,Wrangler Sport,40000,4.8,3.8,17,25,40914,25
4415,2020,Cadillac,XT6 Premium Luxury FWD,53475,4.6,4.9,18,25,12623,10
4416,2020,BMW,X3 sDrive30i,37480,4.9,4.3,25,29,32370,26
4417,2020,Nissan,Rogue SV,25759,4.8,4.2,25,32,18095,26
4418,2020,Toyota,Camry SE,30913,4.8,3.9,28,39,24500,17
4419,2021,Mazda,CX-5 Grand Touring,31795,4.8,4.7,25,31,46726,16
4420,2017,Honda,CR-V EX-L,32450,4.8,4.8,27,33,35112,34
4421,2016,Chevrolet,Corvette Z06,78675,4.8,4.7,15,22,11860,35
4422,2018,Jeep,Grand Cherokee High Altitude,36267,4.8,4.7,18,25,14300,40
4423,2019,BMW,X5 xDrive40i,57638,4.7,4.4,20,26,47001,37
4424,2019,Volvo,XC60 T5 Inscription,40691,4.9,4.5,20,27,45415,39
4425,2019,BMW,330 i xDrive,41380,4.9,4.8,25,34,39568,16
4426,2019,Honda,CR-V EX,30195,4.8,4.6,27,33,66166,16
4427,2020,GMC,Sierra 1500 Denali,61497,4.8,4.7,16,22,12416,33
4428,2021,Subaru,Ascent Touring 7-Passenger,42979,4.7,3.8,20,26,62635,34
4429,2019,Ford,Edge SEL,30599,4.7,4.7,22,29,33262,15
4430,2019,Acura,RDX Technology Package,38995,4.3,4.6,21,27,20363,35
4431,2021,Jeep,Grand Cherokee Limited,47588,4.7,3.4,19,26,21173,31
4432,2012,Chevrolet,Tahoe LT,22962,4.8,4.8,15,21,20173,27
4433,2019,Lexus,ES 350 F Sport,42595,4.6,4.8,22,31,33615,14
4434,2020,Kia,Telluride SX,45900,4.8,3.8,19,24,40242,17
4435,2019,BMW,X3 xDrive30i,37743,4.7,4.1,22,29,12716,32
4436,2019,Jeep,Grand Cherokee Limited,37977,4.8,4.5,18,25,22542,13
4437,2021,Dodge,Durango R/T,53490,4.8,4.4,14,22,61059,20
4438,2019,INFINITI,QX60 Luxe,30446,4.6,4,19,26,12229,25
4439,2019,Lexus,RX 350 350,47222,4.8,2.7,20,28,30498,15
4440,2018,Mercedes-Benz,C-Class C 300,34088,4.8,4.9,24,33,23695,13
4441,2020,Land,Rover Range Rover Velar S,47790,4.3,3.6,21,27,27625,34
4442,2019,Lexus,RX 350 350,48490,4.8,4.8,20,28,38449,22
4443,2019,Cadillac,XT5 Luxury,31000,4.6,4.8,18,25,14719,39
4444,2020,Land,Rover Range Rover Evoque SE,44978,4.1,4.3,20,27,58913,33
4445,2018,BMW,X2 xDrive28i,33490,4.7,4.8,21,31,45268,39
4446,2018,Lexus,RX 350 RX 350,42930,4.8,4.8,19,26,19848,30
4447,2021,Dodge,Durango R/T,51999,4.8,4.6,14,22,38847,12
4448,2021,Toyota,Corolla LE,24623,4.8,4,30,38,32284,28
4449,2018,Mercedes-Benz,GLC 300 Base 4MATIC,31999,4.7,4.7,21,28,21912,26
4450,2020,Volkswagen,Passat 2.0T SE,21990,4.7,4.6,23,34,15869,39
4451,2021,Kia,Sorento EX,39677,4.8,4.6,22,29,32087,11
4452,2020,Honda,Pilot EX-L,38989,4.3,1.3,19,27,33450,21
4453,2021,Toyota,4Runner TRD Pro,58517,4.9,4.7,16,19,18856,38
4454,2020,Honda,Pilot EX-L,38589,4.3,4.6,19,27,73361,12
4455,2019,Honda,CR-V EX-L,30884,4.8,4.9,28,34,25766,29
4456,2019,Mercedes-Benz,C-Class C 300 4MATIC,36400,4.8,4.6,22,33,44087,20
4457,2018,Lexus,RX 350 350,39788,4.8,3.7,19,26,50569,29
4458,2018,Audi,Q5 2.0T Tech Premium,37998,4.7,4.7,23,27,39040,12
4459,2017,Audi,Q7 3.0T Premium Plus,35978,4.7,4.3,19,25,10940,32
4460,2019,Audi,Q8 3.0T Premium,61000,4.8,4.7,17,22,61515,35
4461,2012,Toyota,Camry SE,13785,4.5,4.8,25,35,42212,32
4462,2019,INFINITI,QX50 ESSENTIAL,37998,4.7,2.8,24,30,17700,40
4463,2021,Kia,Seltos S,25546,4.8,4.3,29,34,22303,12
4464,2021,Hyundai,Sonata SEL Plus,31691,4.8,4.7,27,37,27666,11
4465,2017,Jaguar,XE 35t First Edition,29992,4.7,4.6,21,30,16591,38
4466,2018,Cadillac,XT5 Luxury,32900,4.8,4.6,19,26,18168,34
4467,2012,Chevrolet,Cruze LT w/1LT,6250,4.1,4.2,26,38,19455,10
4468,2020,Mercedes-Benz,C-Class C 300 4MATIC,42995,4.5,4.9,23,33,27233,26
4469,2019,Honda,CR-V EX-L,30892,4.8,4.7,27,33,14254,34
4470,2018,Mercedes-Benz,GLS 450 Base 4MATIC,54994,4.8,4.6,17,22,16867,40
4471,2018,BMW,M3 Base,61950,4.5,3.7,17,25,16615,27
4472,2021,Mercedes-Benz,AMG GLE 53 Base,92995,3.6,3.4,18,23,17802,11
4473,2020,BMW,X3 xDrive30i,35999,4.9,4.8,24,29,11599,39
4474,2018,Toyota,RAV4 XLE,27398,4.8,4.5,22,28,12781,18
4475,2019,Honda,Passport EX-L,35295,4.7,4.9,19,24,43085,25
4476,2021,RAM,1500 Laramie,55220,4.8,4.9,19,24,13075,16
4477,2019,INFINITI,QX50 ESSENTIAL,39440,4.7,4.7,24,30,35999,38
4478,2020,Hyundai,Santa Fe SE 2.4,29500,4.8,4.5,21,27,10146,27
4479,2015,Subaru,Forester 2.5i Limited,22991,4.5,4.8,24,32,16495,36
4480,2021,Mercedes-Benz,C-Class C 300 4MATIC,44799,5,4.5,23,33,16434,17
4481,2019,Subaru,Outback 2.5i Limited,27998,4.7,4.5,25,32,46077,26
4482,2021,Audi,A4 40 Premium,36993,5,4.8,24,31,34821,30
4483,2015,Lexus,GS 350 Base,24895,4.7,4.5,19,29,18303,11
4484,2021,Chevrolet,Tahoe LT,66949,4.5,4.5,16,20,108533,36
4485,2019,Mercedes-Benz,C-Class C 300,35984,4.8,4.9,23,34,24187,15
4486,2019,Mercedes-Benz,CLA 250 Base,35998,4.1,4.8,24,37,48104,34
4487,2020,Mercedes-Benz,CLA 250 Base,40595,5,4.6,25,35,18169,18
4488,2019,Audi,Q5 2.0T Premium Plus,34480,4.7,4.7,22,27,12319,21
4489,2021,Mercedes-Benz,GLC 300 Base 4MATIC,39986,4.7,4,21,28,37042,37
4490,2020,Tesla,Model Y Long Range,69990,3.7,4.9,127,114,13382,39
4491,2020,Mercedes-Benz,GLE 350 Base 4MATIC,56995,4.3,4.4,19,26,49338,22
4492,2019,Kia,Optima LX,22287,4.8,4,24,33,24829,36
4493,2020,Lexus,ES 350 Base,37573,4.9,4.3,22,32,20851,31
4494,2020,Kia,Sorento LX,25998,4.7,4.6,19,26,22724,19
4495,2021,BMW,X5 xDrive40i,60208,4.8,4.4,21,25,26998,38
4496,2019,Mercedes-Benz,S-Class S 560 4MATIC,68999,4.6,4.7,17,27,41694,26
4497,2019,BMW,330 i xDrive,37995,4.9,4.7,25,34,39713,31
4498,2020,Nissan,Pathfinder SL,29499,4.9,3,20,27,48501,12
4499,2014,Mercedes-Benz,E-Class E 350 4MATIC,21949,4.8,4.1,21,29,27568,38
4500,2020,Ford,Edge Titanium,37498,4.9,4.5,21,29,54632,32
4501,2016,Honda,Accord Touring,24319,4.7,4.7,21,34,86043,31
4502,2019,Ford,Explorer Limited,33888,4.8,4.5,19,27,25494,32
4503,2020,Mercedes-Benz,GLC 300 Base,38987,4.8,4.7,22,29,33401,28
4504,2018,BMW,540 i,39487,4.8,3.9,21,30,70419,32
4505,2020,Subaru,Outback Limited,36988,4.7,4.8,26,33,46540,31
4506,2021,Jeep,Wrangler Unlimited Rubicon,61471,4.9,4.7,17,23,45165,11
4507,2019,INFINITI,QX50 ESSENTIAL,37980,4.7,4.5,24,31,19222,20
4508,2020,Chevrolet,Malibu LT,23529,4.8,4.3,29,36,49484,31
4509,2018,Toyota,RAV4 LE,27987,4.8,4.4,23,30,16453,30
4510,2015,Toyota,RAV4 Limited,23770,4.6,4.2,22,29,21651,30
4511,2020,Honda,Pilot EX-L,43880,4.3,4.4,18,26,16948,10
4512,2019,Chevrolet,Camaro 1LT,31491,4.8,4.6,20,30,13004,15
4513,2019,Hyundai,Santa Fe XL Limited Ultimate,37000,4.8,4.8,17,22,39786,27
4514,2020,Lexus,GX 460 Base,56499,4.9,4.8,15,19,23870,19
4515,2021,Dodge,Durango GT,40997,4.8,3.7,18,25,12683,11
4516,2020,Lexus,RX 350 Base,50999,4.8,4.8,19,26,11577,15
4517,2021,Toyota,RAV4 LE,30000,4.8,4.8,27,34,45549,25
4518,2021,Toyota,Camry SE,29889,4.8,5,28,39,44193,13
4519,2020,Toyota,Camry SE,32040,4.8,4.4,28,39,20095,16
4520,2019,Toyota,Corolla LE,18498,4.8,4.7,28,36,17078,37
4521,2019,Jeep,Grand Cherokee Limited,35750,4.8,4.7,18,25,12192,27
4522,2020,Mercedes-Benz,C-Class C 300 4MATIC,41491,4.5,4.7,23,33,60265,32
4523,2016,Porsche,Cayenne Base,48000,4.8,4.8,19,24,13394,28
4524,2012,Mitsubishi,Eclipse GS Sport,12985,4.5,4.3,20,27,34088,11
4525,2019,Honda,CR-V EX-L,30908,4.8,4.8,27,33,40895,25
4526,2021,Volkswagen,Tiguan 2.0T SEL,34997,4.7,4.7,21,27,43946,11
4527,2016,Porsche,Cayenne Base,39915,4.8,4.2,19,24,85022,15
4528,2011,Hyundai,Sonata GLS,7500,4.5,5,22,35,13171,31
4529,2019,Honda,Odyssey EX-L,38995,4.6,4.8,19,28,49354,38
4530,2019,Cadillac,XT4 Premium Luxury,38968,4.2,4,24,30,2224,17
4531,2019,Honda,CR-V EX-L,33279,4.8,4.9,27,33,39135,27
4532,2019,Mercedes-Benz,GLC 300 Base 4MATIC,39871,4.6,4.5,22,27,20070,27
4533,2019,Audi,Q8 3.0T Premium,64297,4.8,4.7,17,22,33669,17
4534,2020,Lexus,GX 460 Base,52990,4.9,4.7,15,19,14755,20
4535,2020,Alfa,Romeo Giulia Base,34489,4.9,4,23,31,25291,18
4536,2021,Kia,K5 GT-Line,32391,4.6,3.9,26,34,23059,35
4537,2019,Honda,CR-V EX-L,31495,4.8,4.6,27,33,36224,24
4538,2019,Subaru,Outback 2.5i Limited,31950,4.7,4.2,25,32,46440,13
